,STOCK,Datetime,Tweet Id,Text,Reply Count,Like Count,Quote Count,View Count,Vibe,Retweet Count,Conversation Id
91,AMZN,2023-05-13 14:30:05+00:00,1657392775204163586,"Get five 🖐️ summer skincare tips from @DrBarbaraSturm. ✨ 

Plus, product recommendations from her Microbiotic Collection, now available in Luxury Stores at Amazon. 👉 https://t.co/jzzh3hqP0P https://t.co/Ti4r6FINvd",52,84,2,69663.0,,19,1657392775204163586
92,AMZN,2023-05-13 00:23:04+00:00,1657179616300212228,"@MonicaTenorioOf Por favor, aguarde mais um pouquinho para receber. Caso não receber nesse prazo, pode nos contatar.
 -Fio L.",0,0,0,114.0,,0,1657176020544286722
93,AMZN,2023-05-13 00:14:50+00:00,1657177546755129351,"@MonicaTenorioOf Oi, boa noite. Pode me dizer a data estimada de entrega? -Fio L.",1,0,0,106.0,,0,1657176020544286722
94,AMZN,2023-05-13 00:12:05+00:00,1657176853612843016,"@magic_salute Squee! 😁 How exciting! We'd love to send you a couple surprises. If interested, submit your details here: https://t.co/HL6LgSVbjf. 📫🎁❤️",1,1,0,92.0,,0,1657101027798143000
95,AMZN,2023-05-12 23:49:13+00:00,1657171097496813568,@nathanl75  Awesome! 😍 We hope that you're ready for some LEGEND-ary adventures and lots of fun game-play! 🕹️,1,1,0,132.0,,0,1657159125883551745
96,AMZN,2023-05-12 23:19:15+00:00,1657163559468515333,@beyourswift So happy to hear that you're happy with our speediness! ⚡ It means the world to us. 🌎,1,0,0,120.0,,0,1657158368832675840
97,AMZN,2023-05-12 22:38:45+00:00,1657153364692459521,@LP1822 You're welcome! Please keep an eye 👀 on your e-mails for updates after your details have been submitted! 😉 We'll be seeing you soon! 🚚🚪🎁,0,1,0,46.0,,0,1654978406948167681
98,AMZN,2023-05-12 20:45:12+00:00,1657124789398429696,@nerdxordinaire  YAY!! 😍 You're welcome! We were so happy we could treat you! 💝 Happy reading! 📙,0,1,0,113.0,,0,1655193576140070919
99,AMZN,2023-05-12 20:24:30+00:00,1657119581784231961,"@LP1822 Yessss to all those! 🐛🥜🍫 We'd LOVE to send you a couple sweet surprises! If interested, submit your details here: https://t.co/1WXeeWm4sv. 📫🎁🍭",1,1,0,44.0,,0,1654978406948167681
100,AMZN,2023-05-12 18:17:21+00:00,1657087581614399502,"@Malleusficarum_  ¡Hola! Nos apena lo sucedido, a veces ocurre este tipo de retraso por la demanda tan alta de adquisición del producto, te pedimos disculpas del caso. 
Si tienes alguna duda te dejamos la información de contacto del transportista: https://t.co/wS0Rskko4i
 -Nik M.",0,0,0,125.0,,0,1657085086896906253
101,GOOGL,2023-05-18 14:54:51+00:00,1659210946999644164,@SEUNFOREX Hi there. Do you have 2-Step Verification enabled? Try these tips if you're unable to receive a code: https://t.co/QBOhSJUk8q. Keep us posted.,0,0,0,1.0,,0,1641851631820996616
102,GOOGL,2023-05-18 14:33:54+00:00,1659205675720011778,@kallam_naga Hmm. Let's see what we can do to help. Look out for a DM with next steps.,0,0,0,10.0,,0,1659199580448378885
103,GOOGL,2023-05-18 14:22:26+00:00,1659202789678157828,"@GrimeLeens Hi there. Without revealing your email address, tell us more about what's going on with your account. We'll see what we can do to help.",2,0,0,28.0,,0,1659199634185809920
104,GOOGL,2023-05-18 14:08:36+00:00,1659199307843801096,@PaulVarts Hi there. Files in Trash also takes up space. Check out this guide to learn how to clear up Drive space &amp; increase storage: https://t.co/NHZJQvr8Cl. Let us know if that helps.,0,0,0,6.0,,0,1659195869261070336
105,GOOGL,2023-05-18 13:39:42+00:00,1659192035012689921,@Burpishoo Got it. Let's see what we can do to help. Look out for a DM with next steps.,0,0,0,24.0,,0,1659171498463211521
